step,value,wall_time
500,76.16666412353516,1729648194.3027012
1000,90.18181610107422,1729648197.4017012
1500,99.71428680419922,1729648200.521701
2000,103.5,1729648203.5207012
2500,119.70587921142578,1729648206.3977008
3000,119.70587921142578,1729648209.1607022
3500,119.70587921142578,1729648211.8497033
4000,119.70587921142578,1729648214.5347016
4500,119.70587921142578,1729648217.253701
5000,119.70587921142578,1729648219.9337022
5500,257.71429443359375,1729648223.1497009
6000,265.0454406738281,1729648225.9537005
6500,272.65216064453125,1729648228.6567008
7000,290.7083435058594,1729648231.460702
7500,290.7083435058594,1729648234.1257012
8000,293.03704833984375,1729648237.216701
8500,249.44117736816406,1729648240.738701
9000,229.89743041992188,1729648243.9987009
9500,197.7916717529297,1729648247.8837018
10000,187.84906005859375,1729648251.163702
10500,176.1864471435547,1729648254.4787025
11000,170.234375,1729648257.531702
11500,166.55072021484375,1729648260.6307013
12000,163.5205535888672,1729648263.5937026
12500,161.25973510742188,1729648266.451701
13000,160.16049194335938,1729648269.4497013
13500,158.24705505371094,1729648272.327701
14000,155.95506286621094,1729648275.175702
14500,158.46153259277344,1729648277.7717028
15000,154.84375,1729648280.671701
15500,155.61224365234375,1729648283.3507016
16000,158.080810546875,1729648285.8327026
16500,163.57000732421875,1729648288.4657013
17000,166.33999633789062,1729648291.0277011
17500,170.6199951171875,1729648293.7647026
18000,172.38999938964844,1729648296.4217021
18500,174.69000244140625,1729648298.9297018
19000,178.17999267578125,1729648301.370702
19500,183.58999633789062,1729648304.1807008
20000,185.5399932861328,1729648306.8767006
20500,188.25999450683594,1729648309.4667013
21000,188.25999450683594,1729648311.870702
21500,197.2899932861328,1729648314.651701
22000,197.1199951171875,1729648317.3287015
22500,173.52999877929688,1729648320.071701
23000,174.47000122070312,1729648322.8167045
23500,176.66000366210938,1729648325.5007014
24000,177.60000610351562,1729648328.3147008
24500,178.38999938964844,1729648330.989701
25000,178.38999938964844,1729648333.503701
25500,178.38999938964844,1729648335.9317014
26000,178.38999938964844,1729648338.3707008
26500,178.38999938964844,1729648340.8757014
27000,196.63999938964844,1729648343.6477017
27500,196.63999938964844,1729648346.2397015
28000,202.0800018310547,1729648348.9167018
28500,206.1199951171875,1729648351.5097015
29000,206.1199951171875,1729648353.9677017
29500,215.80999755859375,1729648356.6147015
30000,215.80999755859375,1729648359.0307019
30500,219.83999633789062,1729648361.571704
31000,219.83999633789062,1729648364.138702
31500,219.83999633789062,1729648366.544701
32000,219.83999633789062,1729648369.0007017
32500,219.83999633789062,1729648371.4097016
33000,219.83999633789062,1729648373.8217015
33500,219.83999633789062,1729648376.2357035
34000,219.83999633789062,1729648378.6677008
34500,219.83999633789062,1729648381.0777051
35000,219.83999633789062,1729648383.4927013
35500,219.83999633789062,1729648385.9277027
36000,219.83999633789062,1729648388.4247012
36500,219.83999633789062,1729648390.8337018
37000,219.83999633789062,1729648393.230701
37500,288.8999938964844,1729648395.8887012
38000,288.8999938964844,1729648398.3067026
38500,288.8999938964844,1729648400.7227008
39000,307.3900146484375,1729648403.253702
39500,307.3900146484375,1729648405.7667012
40000,314.5899963378906,1729648408.3487012
40500,314.5899963378906,1729648410.7627015
41000,314.5899963378906,1729648413.2217016
41500,314.5899963378906,1729648415.6857014
42000,314.5899963378906,1729648418.1187007
42500,337.0,1729648420.7107012
43000,337.0,1729648423.1687026
43500,337.0,1729648425.6377017
44000,337.0,1729648428.052704
44500,337.0,1729648430.4867008
45000,337.0,1729648432.907701
45500,337.0,1729648435.367701
46000,337.0,1729648437.8117008
46500,337.0,1729648440.2717016
47000,337.0,1729648442.7397013
47500,389.9200134277344,1729648445.323703
48000,389.9200134277344,1729648447.745701
48500,399.55999755859375,1729648450.4187021
49000,403.6099853515625,1729648452.9477015
49500,407.6400146484375,1729648455.4677014
50000,407.6400146484375,1729648457.939701
50500,407.6400146484375,1729648460.3307009
51000,407.6400146484375,1729648462.7497025
51500,407.6400146484375,1729648465.1547008
52000,407.6400146484375,1729648467.533701
52500,435.4800109863281,1729648470.0397017
53000,435.4800109863281,1729648472.3967013
53500,435.4800109863281,1729648474.7497013
54000,435.4800109863281,1729648477.1817017
54500,435.4800109863281,1729648479.5007017
55000,435.4800109863281,1729648481.8627014
55500,464.5,1729648484.4417012
56000,464.5,1729648486.8857012
56500,464.5,1729648489.3417022
