[ 0.  1.  0.  0. -8.  2.]
[ 0.  1.  0.  0. -7.  1.]
[ 0.  1.  0. -1. -9. -0.]
[ 0.  1.  0.  1. -7.  1.]
[ 0.  1.  0. -1. -7.  2.]
[ 0.  1.  0. -2. -6.  2.]
[ 0.  1.  0. -0. -8.  2.]
[ 0.  1.  0. -1. -9.  2.]
[ 0.  1.  0. -1. -6.  1.]
[ 0.  1.  0. -1. -9. -0.]
[  0.   1.   0.  -0. -10.  -1.]
[ 0.  1.  0. -3. -8. -0.]
[ 0.  1.  0. -0. -8. -0.]
[ 0.  1.  0.  0. -9. -1.]
[ 0.  1.  0.  2. -7. -1.]
[ 0.  1.  0. -0. -8.  1.]
[ 0.  1.  0. -1. -9. -0.]
[ 0.  1.  0. -1. -7. -0.]
[ 0.  1.  0.  0. -8. -2.]
[ 0.  1.  0. -1. -9.  0.]
[ 0.  1.  0.  1. -8. -0.]
[ 0.  1.  0. -0. -8. -1.]
[ 0.  1.  0.  0. -9. -1.]
[ 0.  1.  0. -1. -7. -2.]
[ 0.  1.  0. -0. -9. -2.]
[ 0.  1.  0. -2. -8. -1.]
[ 0.  1.  0.  0. -8. -1.]
[ 0.  1.  0.  2. -9. -2.]
[ 0.  1.  0. -2. -8. -0.]
[ 0.  1.  0. -1. -8. -2.]
[ 0.  1.  0.  1. -9. -2.]
[ 0.  1.  0. -1. -7. -0.]
[ 0.  1.  0.  0. -9. -0.]
[ 0.  1.  0.  1. -8. -0.]
[ 0.  1.  0. -0. -7. -1.]
[ 1.  1.  0.  0. -7.  0.]
[ 1.  1.  0.  0. -7. -0.]
[ 0.  1.  0.  0. -8.  1.]
[ 1.  1.  0. -1. -7.  0.]
[ 0.  1.  0. -1. -8.  3.]
[ 1.  1.  0. -2. -5.  0.]
[ 0.  1.  0. -1. -6.  2.]
[ 1.  1.  0. -2. -8.  1.]
[ 0.  1.  0. -1. -8.  1.]
[ 0.  1.  0. -1. -8.  3.]
[  1.   1.   0.  -2. -10.   2.]
[ 0.  1.  0.  0. -9.  5.]
[ 0.  1.  0.  0. -9.  2.]
[  0.   1.   0.  -1. -10.   4.]
[ 1.  1.  0. -0. -7.  2.]
[  0.   1.   0.  -0. -10.   2.]
[ 1.  1.  0. -2. -9.  2.]
[ 0.  1.  0. -2. -9.  1.]
[  0.   1.   0.   1. -10.   2.]
[  0.   1.   0.  -2. -10.   3.]
[  1.   1.   0.  -3. -10.   2.]
[ 0.  1.  0. -0. -9.  0.]
[  1.   1.   0.  -1. -10.   4.]
[  1.   1.   0.  -2. -10.   2.]
[ 0.  1.  0. -1. -8.  2.]
[ 1.  1.  0. -1. -7.  4.]
[  0.   1.   0.   0. -10.   1.]
[ 0.  1.  0. -1. -9.  0.]
[ 0.  1.  0.  1. -8.  1.]
[ 0.  1.  0.  1. -9.  1.]
[ 0.  1.  0.  2. -9.  2.]
[ 0.  1.  0.  1. -8.  2.]
[ 1.  1.  0. -0. -7.  1.]
[ 0.  1.  0.  0. -8.  1.]
[ 0.  1.  0.  2. -8.  2.]
[ 0.  1.  1.  2. -9.  3.]
[ 0.  1.  0.  1. -8.  3.]
[ 0.  1.  0.  3. -6.  2.]
[ 0.  1.  1.  2. -8.  2.]
[ 0.  1.  1.  4. -8.  1.]
[ 1.  1.  0.  1. -7.  3.]
[  1.   1.   0.   1. -10.   1.]
[ 1.  1.  0.  2. -9.  5.]
[ 0.  1.  0.  0. -9.  3.]
[ 0.  1.  1. -0. -9.  1.]
[  1.   1.   0.   2. -10.   0.]
[ 0.  1.  1.  1. -8.  1.]
[ 0.  1.  1.  2. -8.  1.]
[  0.   1.   1.   2. -10.   1.]
[ 0.  1.  1.  0. -9.  1.]
[ 0.  1.  0.  2. -8.  0.]
[  1.   1.   0.   1. -10.   3.]
[  1.   1.   1.   1. -10.   1.]
[ 1.  1.  1.  3. -9.  1.]
[  1.   1.   0.   5. -10.   3.]
[ 1.  1.  1.  5. -9.  1.]
[  1.   1.   0.   3. -10.   2.]
[ 0.  1.  1.  3. -9.  2.]
[ 1.  1.  0.  3. -8.  4.]
[  1.   1.   0.   3. -10.   1.]
[ 1.  1.  0.  3. -8.  1.]
[ 1.  1.  0.  3. -8.  4.]
[ 1.  1.  1.  3. -8.  5.]
[  1.   1.   0.   1. -10.   4.]
[  1.   1.   0.   2. -10.   4.]
[ 1.  1.  0.  3. -9.  3.]
[ 0.  1.  1.  3. -9.  5.]
[  1.   1.   1.   3. -10.   4.]
[  1.   1.   0.   2. -10.   3.]
[  1.   1.   1.   3. -10.   4.]
[  1.   1.   1.   4. -10.   3.]
[ 1.  1.  1.  5. -8.  6.]
[  1.   1.   1.   3. -10.   5.]
[  1.   1.   1.   2. -10.   7.]
[  1.   1.   1.   2. -10.   7.]
[  1.   1.   0.   2. -10.   8.]
[  1.   1.   0.   1. -10.   8.]
[  1.   1.   0.   1. -10.   6.]
[ 1.  1.  0.  1. -9.  7.]
[ 1.  1.  0.  2. -9.  8.]
[  1.   1.   0.   4. -10.   8.]
[ 1.  1.  0.  3. -9.  6.]
[  1.   1.   0.   2. -10.   5.]
[ 1.  1.  0.  5. -9.  8.]
[ 1.  1.  1.  3. -8.  5.]
[ 1.  1.  0.  1. -9.  6.]
[  1.   1.   0.   4. -10.   6.]
[ 1.  1.  0.  4. -9.  6.]
[ 1.  1.  1.  3. -9.  9.]
[  1.   1.   1.   3. -10.   6.]
[ 1.  1.  0.  4. -9. 11.]
[ 1.  1.  1.  4. -8.  8.]
[  1.   1.   0.   5. -10.   9.]
[ 1.  1.  0.  4. -9.  8.]
[  1.   1.   1.   4. -10.   9.]
[  1.   1.   0.   5. -10.  10.]
[ 1.  1.  0.  4. -9. 10.]
[ 1.  1.  1.  3. -8. 10.]
[  1.   1.   0.   5. -10.   7.]
[  1.   1.   0.   5. -10.   8.]
[  1.   1.   1.   5. -10.  10.]
[ 1.  1.  1.  5. -9.  7.]
[ 1.  1.  1.  5. -8.  8.]
[ 1.  1.  1.  5. -8.  9.]
[ 1.  1.  0.  5. -8. 10.]
[ 1.  1.  1.  5. -8. 10.]
[  1.   1.   1.   5. -10.  10.]
[ 1.  1.  1.  5. -9. 10.]
[ 1.  1.  0.  4. -9. 11.]
[  1.   1.   0.   5. -10.  10.]
[  1.   1.   1.   5. -10.  12.]
[  1.   1.   1.   5. -10.  12.]
[  1.   1.   1.   5. -10.  13.]
[  1.   1.   1.   5. -10.  12.]
[  1.   1.   1.   5. -10.  12.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  12.]
[  1.   1.   1.   5. -10.  12.]
[  1.   1.   1.   5. -10.  11.]
[  1.   1.   1.   5. -10.  14.]
[  1.   1.   1.   5. -10.  11.]
[  1.   1.   1.   5. -10.  10.]
[  1.   1.   1.   5. -10.  11.]
[  1.   1.   1.   5. -10.  14.]
[  1.   1.   1.   5. -10.  15.]
[ 1.  1.  1.  5. -9. 15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  13.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  14.]
[  1.   1.   1.   5. -10.  14.]
[  1.   1.   1.   5. -10.  13.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  13.]
[  1.   1.   1.   5. -10.  13.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  14.]
[  1.   1.   1.   5. -10.  14.]
[  1.   1.   1.   5. -10.  14.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   3. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  0.   1.   1.   4. -10.  15.]
[  0.   1.   1.   3. -10.  15.]
[  1.   1.   1.   3. -10.  15.]
[  0.   1.   1.   1. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  0.   1.   1.   1. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[ 1.  1.  1.  5. -8. 15.]
[  1.   1.   1.   4. -10.  15.]
[  0.   1.   1.   4. -10.  14.]
[  0.   1.   1.   5. -10.  15.]
[ 0.  1.  1.  4. -8. 15.]
[  0.   1.   1.   5. -10.  15.]
[ 1.  1.  1.  5. -8. 15.]
[ 0.  1.  1.  5. -8. 15.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   5. -10.  14.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   5. -10.  15.]
[ 0.  1.  1.  5. -8. 14.]
[ 0.  1.  1.  5. -7. 15.]
[  1.   1.   1.   5. -10.  15.]
[ 0.  1.  1.  5. -7. 14.]
[  0.   1.   1.   5. -10.  15.]
[ 0.  1.  1.  5. -8. 15.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   5. -10.  15.]
[ 0.  1.  1.  5. -8. 15.]
[  0.   1.   1.   5. -10.  15.]
[ 0.  1.  1.  4. -8. 15.]
[  0.   1.   1.   4. -10.  15.]
[ 0.  1.  1.  4. -7. 14.]
[ 1.  1.  1.  4. -5. 14.]
[ 0.  1.  1.  3. -8. 15.]
[ 0.  1.  1.  4. -9. 14.]
[ 0.  1.  1.  4. -7. 15.]
[ 0.  1.  1.  4. -6. 13.]
[ 0.  1.  1.  5. -4. 14.]
[  1.   1.   1.   5. -10.  14.]
[ 0.  1.  1.  3. -9. 15.]
[ 0.  1.  1.  3. -7. 11.]
[ 1.  1.  1.  5. -9. 14.]
[ 1.  1.  1.  3. -8. 15.]
[ 0.  1.  1.  2. -8. 14.]
[ 0.  1.  1.  2. -6. 15.]
[ 0.  1.  1.  4. -7. 15.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   5. -10.  14.]
[ 0.  1.  1.  5. -6. 12.]
[ 1.  1.  1.  5. -9. 14.]
[ 1.  1.  1.  5. -8. 15.]
[  1.   1.   1.   4. -10.  12.]
[ 0.  1.  1.  5. -9. 14.]
[ 1.  1.  1.  5. -9. 14.]
[ 0.  1.  1.  4. -7. 12.]
[  1.   1.   1.   4. -10.  14.]
[  1.   1.   1.   3. -10.  12.]
[  1.   1.   1.   4. -10.  15.]
[  0.   1.   1.   2. -10.  15.]
[  0.   1.   1.   4. -10.  14.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   4. -10.  15.]
[  1.   1.   1.   3. -10.  15.]
[  0.   1.   1.   3. -10.  15.]
[  0.   1.   1.   5. -10.  14.]
[  0.   1.   1.   3. -10.  14.]
[  1.   1.   1.   3. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  13.]
[  0.   1.   1.   5. -10.  14.]
[  0.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  0.   1.   1.   1. -10.  15.]
[  0.   1.   1.   1. -10.  13.]
[  0.   1.   1.   0. -10.  14.]
[  0.   1.   1.   1. -10.  15.]
[ 1.  1.  1.  2. -9. 13.]
[  1.   1.   1.   1. -10.  15.]
[  1.   1.   1.   4. -10.  14.]
[  1.   1.   1.   1. -10.  13.]
[  1.   1.   1.   3. -10.  15.]
[  1.   1.   1.   3. -10.  14.]
[  0.   1.   1.   1. -10.  13.]
[  0.   1.   1.   5. -10.  14.]
[  0.   1.   1.   4. -10.  14.]
[  0.   1.   1.   3. -10.  15.]
[  0.   1.   1.   2. -10.  13.]
[  0.   1.   1.   4. -10.  15.]
[  0.   1.   1.   4. -10.  12.]
[  1.   1.   1.   3. -10.  14.]
[  0.   1.   1.   3. -10.  15.]
[  0.   1.   1.   4. -10.  12.]
[  0.   1.   1.   2. -10.  15.]
[  0.   1.   1.   5. -10.  14.]
[  0.   1.   1.   5. -10.  15.]
[  0.   1.   1.   4. -10.  13.]
[  0.   1.   1.   5. -10.  15.]
[  1.   1.   1.   3. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   5. -10.  15.]
[  1.   1.   1.   3. -10.  15.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  1.   1.   1.   3. -10.  14.]
[  1.   1.   1.   4. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  1.   1.   1.   2. -10.  15.]
[  1.   1.   1.   2. -10.  13.]
[  1.   1.   1.   2. -10.  14.]
[  1.   1.   1.   2. -10.  14.]
[  1.   1.   1.   3. -10.  14.]
[  1.   1.   1.   4. -10.  12.]
[  1.   1.   1.   4. -10.  14.]
[  1.   1.   1.   3. -10.  13.]
[  1.   1.   1.   2. -10.  14.]
[  1.   1.   1.   3. -10.  14.]
[ 1.  1.  1.  5. -8. 13.]
[  1.   1.   1.   3. -10.  11.]
[ 1.  1.  1.  3. -8. 11.]
[  1.   1.   1.   3. -10.  10.]
[ 0.  1.  1.  3. -8. 10.]
[ 0.  1.  1.  5. -9.  9.]
[ 0.  1.  1.  3. -6.  9.]
[ 0.  1.  1.  4. -8.  8.]
[ 1.  1.  1.  4. -8. 10.]
[ 1.  1.  1.  4. -9. 10.]
[  1.   1.   1.   3. -10.  12.]
[  1.   1.   1.   2. -10.  11.]
[ 1.  1.  1.  3. -8. 12.]
[  1.   1.   1.   2. -10.  10.]
[  1.   1.   1.   2. -10.   9.]
[ 1.  1.  0.  2. -8. 10.]
[ 1.  1.  0.  3. -8. 12.]
[ 1.  1.  0.  3. -9.  9.]
[  1.   1.   0.   3. -10.  10.]
[  1.   1.   0.   2. -10.  10.]
[ 1.  1.  1.  1. -8.  9.]
[  1.   1.   1.  -1. -10.   9.]
[  1.   1.   0.   1. -10.  11.]
[  1.   1.   1.  -1. -10.  10.]
[ 1.  1.  0. -2. -9.  9.]
[  1.   1.   0.  -0. -10.  10.]
[  1.   1.   0.  -1. -10.   9.]
[  1.   1.   1.   1. -10.   9.]
[  1.   1.   1.  -1. -10.   9.]
[  1.   1.   1.  -1. -10.   6.]
[  1.   1.   1.  -1. -10.   8.]
[ 1.  1.  1. -1. -9.  7.]
[ 1.  1.  1. -3. -8. 10.]
[  1.   1.   1.  -1. -10.   8.]
[  1.   1.   1.  -2. -10.   8.]
[ 1.  1.  1. -0. -8.  8.]
[  1.   1.   1.  -2. -10.   8.]
[  1.   1.   0.  -1. -10.   6.]
[  1.   1.   1.  -1. -10.   6.]
[ 1.  1.  0. -2. -8.  7.]
[  1.   1.   1.  -1. -10.   8.]
[  1.   1.   1.   1. -10.   8.]
[  1.   1.   1.   1. -10.   8.]
[  1.   1.   1.  -4. -10.   7.]
[  1.   1.   1.  -3. -10.   7.]
[  1.   1.   1.  -3. -10.   8.]
[  1.   1.   0.  -2. -10.   5.]
[  1.   1.   1.  -4. -10.   7.]
[  1.   1.   1.  -4. -10.   7.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   0.  -2. -10.   6.]
[  1.   1.   0.  -4. -10.   7.]
[  1.   1.   0.  -5. -10.   5.]
[  1.   1.   1.  -5. -10.   7.]
[  1.   1.   1.  -4. -10.   6.]
[  1.   1.   1.  -2. -10.   4.]
[  1.   1.   1.  -2. -10.   6.]
[  1.   1.   0.  -2. -10.   5.]
[  1.   1.   1.  -3. -10.   7.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   1.  -3. -10.   6.]
[  1.   1.   1.  -5. -10.   8.]
[  1.   1.   1.  -5. -10.   6.]
[  1.   1.   1.  -4. -10.   7.]
[ 1.  1.  0. -2. -7.  8.]
[  1.   1.   1.  -3. -10.   6.]
[  1.   1.   1.  -2. -10.   4.]
[  1.   1.   0.  -4. -10.   8.]
[  1.   1.   0.  -5. -10.   7.]
[  1.   1.   0.  -5. -10.   8.]
[  1.   1.   0.  -5. -10.   6.]
[  1.   1.   0.  -5. -10.   7.]
[  1.   1.   1.  -4. -10.   6.]
[  1.   1.   0.  -4. -10.   7.]
[  1.   1.   0.  -4. -10.   6.]
[  1.   1.   0.  -5. -10.   6.]
[  1.   1.   1.  -4. -10.   8.]
[  1.   1.   0.  -5. -10.   7.]
[  1.   1.   1.  -4. -10.   7.]
[  1.   1.   1.  -3. -10.   7.]
[  1.   1.   1.  -3. -10.   5.]
[  1.   1.   0.  -2. -10.   6.]
[  1.   1.   1.  -3. -10.   4.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   0.  -4. -10.   6.]
[  1.   1.   0.  -3. -10.   4.]
[  1.   1.   0.  -4. -10.   7.]
[  1.   1.   0.  -3. -10.   5.]
[  1.   1.   1.  -4. -10.   7.]
[  1.   1.   0.  -3. -10.   5.]
[  1.   1.   0.  -1. -10.   6.]
[  1.   1.   0.  -4. -10.   6.]
[  1.   1.   0.  -4. -10.   5.]
[  1.   1.   0.  -4. -10.   2.]
[  1.   1.   0.  -4. -10.   5.]
[  1.   1.   0.  -4. -10.   5.]
[  1.   1.   0.  -4. -10.   5.]
[  1.   1.   0.  -4. -10.   2.]
[  1.   1.   0.  -3. -10.   1.]
[  1.   1.   0.  -4. -10.   4.]
[  1.   1.   0.  -5. -10.   5.]
[ 1.  1.  0. -4. -9.  6.]
[  1.   1.   0.  -4. -10.   6.]
[  1.   1.   0.  -5. -10.   6.]
[  1.   1.   1.  -4. -10.   7.]
[  1.   1.   0.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   9.]
[  1.   1.   1.  -5. -10.   9.]
[  1.   1.   1.  -5. -10.   6.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   0.  -5. -10.   5.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   1.  -3. -10.   4.]
[  1.   1.   1.  -5. -10.   7.]
[  1.   1.   1.  -5. -10.   6.]
[  1.   1.   0.  -5. -10.   5.]
[  1.   1.   0.  -5. -10.   5.]
[  1.   1.   1.  -5. -10.   6.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   7.]
[  1.   1.   1.  -4. -10.   6.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   1.  -5. -10.   5.]
[  1.   1.   0.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -4. -10.   3.]
[  1.   1.   1.  -5. -10.   6.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   1.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -4. -10.   2.]
[  1.   1.   1.  -3. -10.   2.]
[  1.   1.   1.  -4. -10.   5.]
[  1.   1.   1.  -4. -10.   3.]
[  1.   1.   1.  -4. -10.   3.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   1.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   1.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   4.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -5. -10.   3.]
[  1.   1.   1.  -4. -10.   3.]
