[-0.13939038  0.13836566 -1.4625281  -2.6372056   2.6949286  -0.16020066]
[-0.7894937  -0.10631064 -1.3064271  -1.9657654   3.694365    1.1557426 ]
[-1.8088735  -0.34473208 -1.0684528  -2.797697   -1.2350082  -1.0999278 ]
[-1.6227574   0.44893563 -0.5772622  -0.98898476  2.7795253  -0.0580543 ]
[-1.6454542  -0.14007363 -1.0183287  -0.9666736   3.0993438  -0.3463272 ]
[-0.38990614 -1.4595515  -1.129334   -0.40246013  1.2476822   0.04650826]
[-1.1774762   1.5124978  -1.7497581  -0.6161091   2.3909187   0.12416526]
[-1.2370219  -0.69335705 -1.1393132  -0.00471848  1.2184994   0.96073556]
[-0.68371415 -1.2827884  -1.1291263  -1.5794035   4.3668756   0.6643872 ]
[ 0.5600713  -1.2752812  -0.62291324  1.1005868   3.1992068   0.94130415]
[-0.13632566  0.39891002  1.1499298  -1.4722769   2.12745     2.200686  ]
[-0.00532426 -1.1434529   0.2183305   0.79205155  1.54844    -1.6132133 ]
[-0.39027193 -0.4284979  -1.7215685   0.2392223   1.8064901   1.6925163 ]
[-1.7556913   0.12213766  1.2066823   0.9737655   0.93605006 -0.7840338 ]
[-0.8983735   1.5895891  -1.1433132   0.10676068  1.2073288  -1.2389176 ]
[-1.084659    0.18406409  1.759393    1.0748886   1.9532883  -0.7886978 ]
[-3.2108414  -0.88579357 -0.48825195 -0.2272757  -0.41661102  1.7692225 ]
[-0.64773893 -1.2743206   0.873754    0.81889725  0.33423162  0.7328104 ]
[-0.85158694  0.2520798  -1.8429992  -0.00669632  2.0307083  -0.24666744]
[-1.5809907   0.5691448  -0.49133277  3.0131655  -0.31621855 -0.25237185]
[-0.88775134 -1.3182821  -0.82417554 -1.7907088   0.48769116 -0.70801544]
[-0.14313492 -0.22960788  0.09502247  1.7094917  -1.1529136   0.2760972 ]
[-1.4908366   0.01897269 -0.40931544 -0.3334024  -1.179119   -0.71231365]
[-1.8851024  -0.5023839  -1.9758908   0.61768305  0.37794727 -1.2790672 ]
[-0.22548498  1.5407536  -0.01388079  0.502311    1.2035071   0.68842965]
[-0.4974777   1.9204519  -2.060522    0.38358793  1.0180686  -0.03915146]
[-0.23311484 -0.57647806  1.3213031  -1.021624    1.5516312   0.06346326]
[ 1.2286783   0.85962945 -0.5168157  -0.7737974  -1.4533719  -1.8245934 ]
[-1.3195667  -0.55522984 -0.93299997  0.15679473  0.7149912  -0.7556257 ]
[-2.329694   -0.30235362  0.83712745 -0.7808747   0.22423387  1.8354522 ]
[-0.36596847  0.6895475  -1.0017742  -1.4088616   2.508223   -0.2300489 ]
[-0.57118624  0.3462162  -2.0381038   0.17214867  2.5037718  -0.44709826]
[ 0.83295316  1.557038   -1.0404738  -0.09672208 -0.37232554  1.9818083 ]
[-0.03314009  1.0365962  -1.6718389   0.2618022  -0.584543   -0.03999987]
[-0.0888209   1.4843051  -0.67043495 -0.9093171   1.4866778   0.62743187]
[-0.10636726  0.9312241  -0.8278749   0.61613333  0.3200556  -0.06703997]
[-0.15848887  0.02730703 -0.7701025  -0.4236688   2.4132054  -1.2491968 ]
[-1.1125443  -0.7056392  -0.9897412  -0.14878163  2.9438052  -1.7935343 ]
[-2.0486908  -0.65862495  0.32461816  0.40445018  1.7642486  -0.9044877 ]
